0,1.0_0,1.2_0,inf_0
2022-10-12 19:12:13.959688960,9697759232.0,,
2022-10-12 19:12:14.470071040,9862868992.0,,
2022-10-12 19:12:14.960441088,9879285760.0,,
2022-10-12 19:12:15.470420992,11698737152.0,,
2022-10-12 19:12:15.959693824,8281497600.0,,
2022-10-12 19:12:16.468014080,10201030656.0,,
2022-10-12 19:12:16.960401920,12291702784.0,,
2022-10-12 19:12:17.469160192,9783078912.0,,
2022-10-12 19:12:17.960509952,10489196544.0,,
2022-10-12 19:12:18.468143872,9655635968.0,,
2022-10-12 19:12:18.959940864,12929695744.0,,
2022-10-12 19:12:19.633297920,11834925056.0,,
2022-10-12 19:12:19.959834112,8694194176.0,,
2022-10-12 19:12:20.473982208,10570858496.0,,
2022-10-12 19:12:20.966695936,10431938560.0,,
2022-10-12 19:12:21.468848896,12218748928.0,,
2022-10-12 19:12:21.978462976,8918487040.0,,
2022-10-12 19:12:22.468226048,9426534400.0,,
2022-10-12 19:12:22.961207040,11471732736.0,,
2022-10-12 19:12:23.470305792,9865715712.0,,
2022-10-12 19:12:23.960423936,10887282688.0,,
2022-10-12 19:12:24.468580864,10740858880.0,,
2022-10-12 19:12:24.960134912,10266222592.0,,
2022-10-12 19:12:25.468101888,8371265536.0,,
2022-10-12 19:12:25.959905024,11105423360.0,,
2022-10-12 19:12:26.468071936,11560857600.0,,
2022-10-12 19:12:26.960567040,9247588352.0,,
2022-10-12 19:12:27.467889152,9492058112.0,,
2022-10-12 19:12:27.959898112,10280968192.0,,
2022-10-12 19:12:28.464886784,10556461056.0,,
2022-10-12 19:12:28.959759872,11709743104.0,,
2022-10-12 19:12:29.476037120,11291455488.0,,
2022-10-12 19:12:30.344707840,9485664256.0,,
2022-10-12 19:12:30.474450944,10256695296.0,,
2022-10-12 19:12:30.959667968,8238698496.0,,
2022-10-12 19:12:31.468169984,11441369088.0,,
2022-10-12 19:12:31.959800832,11138879488.0,,
2022-10-12 19:12:32.468241920,10141667328.0,,
2022-10-12 19:12:32.960302080,10996088832.0,,
2022-10-12 19:12:33.469517056,8881463296.0,,
2022-10-12 19:12:33.960038912,8886083584.0,,
2022-10-12 19:12:34.469775872,11183505408.0,,
2022-10-12 19:12:35.305627136,10219454464.0,,
2022-10-12 19:12:35.468090112,8758976512.0,,
2022-10-12 19:12:35.959919872,9223675904.0,,
2022-10-12 19:12:36.473476864,11099717632.0,,
2022-10-12 19:12:36.960130816,10990796800.0,,
2022-10-12 19:12:37.469740032,11808415744.0,,
2022-10-12 19:12:37.960259840,8434774016.0,,
2022-10-12 19:12:38.470051072,9957883904.0,,
2022-10-12 19:12:38.960665856,10481602560.0,,
2022-10-12 19:12:39.468947968,10576424960.0,,
2022-10-12 19:12:39.959695104,8631578624.0,,
2022-10-12 19:12:40.475548928,12408012800.0,,
2022-10-12 19:12:40.964436992,10793631744.0,,
2022-10-12 19:12:41.465954048,10786856960.0,,
2022-10-12 19:12:41.960009216,13271121920.0,,
2022-10-12 19:12:42.468177152,8909574144.0,,
2022-10-12 19:12:42.959942144,9897017344.0,,
2022-10-12 19:12:43.468635136,11629535232.0,,
2022-10-12 19:12:43.960408064,8878055424.0,,
2022-10-12 19:12:44.468672000,10871148544.0,,
2022-10-12 19:12:44.960828160,9494401024.0,,
2022-10-12 19:12:45.471774976,11417825280.0,,
2022-10-12 19:12:45.960797184,8932921344.0,,
2022-10-12 19:12:46.470153984,10969567232.0,,
2022-10-12 19:12:46.960592128,12219150336.0,,
2022-10-12 19:12:47.469054976,8893652992.0,,
2022-10-12 19:12:47.960241920,9831305216.0,,
2022-10-12 19:12:48.472390912,10758639616.0,,
2022-10-12 19:12:48.959804928,9518981120.0,,
2022-10-12 19:12:49.467997184,10631356416.0,,
2022-10-12 19:12:49.959954944,10416918528.0,,
2022-10-12 19:12:50.473084928,11979698176.0,,
2022-10-12 19:12:50.960249856,11625689088.0,,
2022-10-12 19:12:51.474970112,10808868864.0,,
2022-10-12 19:12:51.960059904,11419455488.0,,
2022-10-12 19:12:52.470194176,10170064896.0,,
2022-10-12 19:12:52.960182784,9293582336.0,,
2022-10-12 19:12:53.468580864,11007201280.0,,
2022-10-12 19:12:53.960478976,12999356416.0,,
2022-10-12 19:12:54.471541760,9380134912.0,,
2022-10-12 19:12:54.960092160,8499822592.0,,
2022-10-12 19:12:55.467953920,9053601792.0,,
2022-10-12 19:12:55.960436224,11463180288.0,,
2022-10-12 19:12:56.469423104,9418919936.0,,
2022-10-12 19:12:56.960227840,10541785088.0,,
2022-10-12 19:12:57.467906048,10665541632.0,,
2022-10-12 19:12:57.960078848,10395316224.0,,
2022-10-12 19:12:58.469012992,11812909056.0,,
2022-10-12 19:12:58.960208896,12016181248.0,,
2022-10-12 19:12:59.469299968,7811809280.0,,
2022-10-12 19:12:59.959686912,11476094976.0,,
2022-10-12 19:13:00.469944064,8612769792.0,,
2022-10-12 19:13:00.959741184,12664635392.0,,
2022-10-12 19:13:01.474391040,11153604608.0,,
2022-10-12 19:13:01.960294912,9502064640.0,,
2022-10-12 19:13:02.479569920,10574409728.0,,
2022-10-12 19:13:02.967823872,11090006016.0,,
2022-10-12 19:13:03.470524928,11335720960.0,,
2022-10-12 19:13:03.960128000,9378336768.0,,
2022-10-12 19:13:04.468259072,12814733312.0,,
2022-10-12 19:13:04.960166912,9660141568.0,,
2022-10-12 19:13:05.468072960,11144544256.0,,
2022-10-12 19:13:05.960521984,9042001920.0,,
2022-10-12 19:13:06.469010176,9590951936.0,,
2022-10-12 19:13:06.960087040,11066523648.0,,
2022-10-12 19:13:07.467648000,12542038016.0,,
2022-10-12 19:13:07.959901184,11036471296.0,,
2022-10-12 19:13:08.468600064,11560353792.0,,
2022-10-12 19:13:08.959891200,10076356608.0,,
2022-10-12 19:13:09.473145856,11775369216.0,,
2022-10-12 19:13:09.960165120,9898471424.0,,
2022-10-12 19:13:10.470881024,13448114176.0,,
2022-10-12 19:13:10.960040960,12929466368.0,,
2022-10-12 19:13:11.471550976,9914773504.0,,
2022-10-12 19:13:11.959918080,8460214272.0,,
2022-10-12 19:13:12.472935936,10651205632.0,,
2022-10-12 19:13:12.960115968,9796255744.0,,
2022-10-12 19:13:13.478612992,12014608384.0,,
2022-10-12 19:13:13.967168000,10544594944.0,,
2022-10-12 19:13:14.470561024,10782502912.0,,
2022-10-12 19:13:14.961070080,10871361536.0,,
2022-10-12 19:13:15.467689984,12034011136.0,,
2022-10-12 19:13:15.960238080,8633704448.0,,
2022-10-12 19:13:16.468269056,10848747520.0,,
2022-10-12 19:13:16.960453120,11339448320.0,,
2022-10-12 19:13:17.468736000,10290176000.0,,
2022-10-12 19:13:17.960616960,8549220352.0,,
2022-10-12 19:13:18.472049920,9551527936.0,,
2022-10-12 19:13:18.959641088,10721374208.0,,
2022-10-12 19:13:19.471131136,11586129920.0,,
2022-10-12 19:13:19.960185088,13090537472.0,,
2022-10-12 19:13:20.469222912,10681044992.0,,
2022-10-12 19:13:20.960114944,9012703232.0,,
2022-10-12 19:13:21.469852928,10510938112.0,,
2022-10-12 19:13:21.959808000,11074650112.0,,
2022-10-12 19:13:22.469017856,11716526080.0,,
2022-10-12 19:13:22.959984128,9504489472.0,,
2022-10-12 19:13:23.469327872,10669699072.0,,
2022-10-12 19:13:23.959672832,9610747904.0,,
2022-10-12 19:13:24.460411136,10141437952.0,,
2022-10-12 19:13:24.964823040,10720382976.0,,
2022-10-12 19:13:25.477008128,11344728064.0,,
2022-10-12 19:13:25.959934976,10868285440.0,,
2022-10-12 19:13:26.469115904,9936617472.0,,
2022-10-12 19:13:26.960481792,12137959424.0,,
2022-10-12 19:13:27.470662144,10404478976.0,,
2022-10-12 19:13:27.959710976,8216969216.0,,
2022-10-12 19:13:28.470304000,9774665728.0,,
2022-10-12 19:13:28.960656896,13218127872.0,,
2022-10-12 19:13:29.467994880,12096053248.0,,
2022-10-12 19:13:29.959976960,8782372864.0,,
2022-10-12 19:13:30.468348928,10948382720.0,,
2022-10-12 19:13:30.959717888,11080110080.0,,
2022-10-12 19:13:31.470271232,13023518720.0,,
2022-10-12 19:13:31.960110848,11621556224.0,,
2022-10-12 19:13:32.468624128,10212597760.0,,
2022-10-12 19:13:32.960094976,9489850368.0,,
2022-10-12 19:13:33.468066816,11657584640.0,,
2022-10-12 19:13:33.960295936,9519439872.0,,
2022-10-12 19:13:34.467972096,12062736384.0,,
2022-10-12 19:13:34.960284928,10585473024.0,,
2022-10-12 19:13:35.475064064,8890900480.0,,
2022-10-12 19:13:35.962269952,9740201984.0,,
2022-10-12 19:13:36.469208064,10872152064.0,,
2022-10-12 19:13:36.959863808,10276315136.0,,
2022-10-12 19:13:37.468707072,12484296704.0,,
2022-10-12 19:13:37.960177920,13161668608.0,,
2022-10-12 19:13:38.468008960,10743521280.0,,
2022-10-12 19:13:38.960299008,8843251712.0,,
2022-10-12 19:13:39.467849984,10003910656.0,,
2022-10-12 19:13:39.959819008,13011689472.0,,
2022-10-12 19:13:40.468722176,13347622912.0,,
2022-10-12 19:13:40.959830016,9035718656.0,,
2022-10-12 19:13:41.470941184,11415433216.0,,
2022-10-12 19:13:41.960059904,10372956160.0,,
2022-10-12 19:13:42.470304000,12548694016.0,,
2022-10-12 19:13:42.959706112,11768528896.0,,
2022-10-12 19:13:43.470028032,14889693184.0,,
2022-10-12 19:13:43.960350976,10935095296.0,,
2022-10-12 19:13:44.469072128,10697826304.0,,
2022-10-12 19:13:44.959976960,11660357632.0,,
2022-10-12 19:13:45.465747200,9613996032.0,,
2022-10-12 19:13:45.961739008,9566121984.0,,
2022-10-12 19:13:46.474433024,10299858944.0,,
2022-10-12 19:13:46.959918080,9949687808.0,,
2022-10-12 19:13:47.468045056,12252692480.0,,
2022-10-12 19:13:47.960078848,9392705536.0,,
2022-10-12 19:13:48.468334848,10391240704.0,,
2022-10-12 19:13:48.960338176,11493335040.0,,
2022-10-12 19:13:49.468830208,10330230784.0,,
2022-10-12 19:13:49.960012800,10584055808.0,,
2022-10-12 19:13:50.467812096,11466297344.0,,
2022-10-12 19:13:50.959894784,12238987264.0,,
2022-10-12 19:13:51.469597952,11703865344.0,,
2022-10-12 19:13:51.960381952,9850281984.0,,
2022-10-12 19:13:52.473553920,9955979264.0,,
2022-10-12 19:13:52.960500992,11649679360.0,,
2022-10-12 19:13:53.469254912,9959108608.0,,
2022-10-12 19:13:53.960079872,12883423232.0,,
2022-10-12 19:13:54.471484928,9868103680.0,,
2022-10-12 19:13:54.959918080,12721098752.0,,
2022-10-12 19:13:55.468622080,11350196224.0,,
2022-10-12 19:13:55.960019200,10661535744.0,,
2022-10-12 19:13:56.472856064,9214353408.0,,
2022-10-12 19:13:56.959714048,8750878720.0,,
2022-10-12 19:13:57.474440192,11104456704.0,,
2022-10-12 19:13:57.964500992,13243797504.0,,
2022-10-12 19:13:58.468475136,11827990528.0,,
2022-10-12 19:13:58.959780096,11624517632.0,,
2022-10-12 19:13:59.468500992,10538790912.0,,
2022-10-12 19:13:59.959841024,10622087168.0,,
2022-10-12 19:14:00.468566016,11579789312.0,,
2022-10-12 19:14:00.960764928,12870135808.0,,
2022-10-12 19:14:01.471417856,9551609856.0,,
2022-10-12 19:14:01.959988992,10698944512.0,,
2022-10-12 19:14:02.468500992,10613972992.0,,
2022-10-12 19:14:02.960552960,12856958976.0,,
2022-10-12 19:14:03.469821952,13294403584.0,,
2022-10-12 19:14:03.960115968,9704714240.0,,
2022-10-12 19:14:04.468905984,10464735232.0,,
2022-10-12 19:14:04.959791872,13199663104.0,,
2022-10-12 19:14:05.474147072,10458394624.0,,
2022-10-12 19:14:05.959965952,9527226368.0,,
2022-10-12 19:14:06.468046848,11292848128.0,,
2022-10-12 19:14:06.960612096,11896225792.0,,
2022-10-12 19:14:07.468584960,10044608512.0,,
2022-10-12 19:14:07.959872000,11549065216.0,,
2022-10-12 19:14:08.474845952,11468115968.0,,
2022-10-12 19:14:08.960305920,10261663744.0,,
2022-10-12 19:14:09.469715968,11286282240.0,,
2022-10-12 19:14:09.961208064,12447039488.0,,
2022-10-12 19:14:10.472224000,10258173952.0,,
2022-10-12 19:14:10.959877888,11505979392.0,,
2022-10-12 19:14:11.469564928,11043454976.0,,
2022-10-12 19:14:11.959748096,11962421248.0,,
2022-10-12 19:14:12.468372224,12139782144.0,,
2022-10-12 19:14:12.960593920,10690732032.0,,
2022-10-12 19:14:13.469275904,10217418752.0,,
2022-10-12 19:14:13.960145920,12346322944.0,,
2022-10-12 19:14:14.470383872,9898061824.0,,
2022-10-12 19:14:14.960421120,8337035264.0,,
2022-10-12 19:14:15.468688896,13650997248.0,,
2022-10-12 19:14:15.959657984,10192113664.0,,
2022-10-12 19:14:16.470639104,10608898048.0,,
2022-10-12 19:14:16.959685120,10879356928.0,,
2022-10-12 19:14:17.474428928,11026874368.0,,
2022-10-12 19:14:17.967041024,11130032128.0,,
2022-10-12 19:14:18.471909120,9440862208.0,,
2022-10-12 19:14:18.960403968,11764826112.0,,
2022-10-12 19:14:19.468396800,11604746240.0,,
2022-10-12 19:14:19.959847936,9946574848.0,,
2022-10-12 19:14:20.469089024,9738661888.0,,
2022-10-12 19:14:20.960022016,9834045440.0,,
2022-10-12 19:14:21.469830144,8377151488.0,,
2022-10-12 19:14:21.960284928,9047138304.0,,
2022-10-12 19:14:22.468374016,11113873408.0,,
2022-10-12 19:14:22.960375040,10631999488.0,,
2022-10-12 19:14:23.467968000,10665779200.0,,
2022-10-12 19:14:23.960180992,9701851136.0,,
2022-10-12 19:14:24.468951040,11736993792.0,,
2022-10-12 19:14:24.960035072,9057398784.0,,
2022-10-12 19:14:25.473262080,11486920704.0,,
2022-10-12 19:14:25.964145920,10217943040.0,,
2022-10-12 19:14:26.469078016,13031141376.0,,
2022-10-12 19:14:26.960772096,9614262272.0,,
2022-10-12 19:14:27.469772032,9039101952.0,,
2022-10-12 19:14:27.960087040,13495988224.0,,
2022-10-12 19:14:28.469170944,8590360576.0,,
2022-10-12 19:14:28.959791872,10180407296.0,,
2022-10-12 19:14:29.468328960,11005313024.0,,
2022-10-12 19:14:29.960220928,12669214720.0,,
2022-10-12 19:14:30.468962816,10198110208.0,,
2022-10-12 19:14:30.960156928,11011608576.0,,
2022-10-12 19:14:31.467920896,13016596480.0,,
2022-10-12 19:14:31.960596992,9936867328.0,,
2022-10-12 19:14:32.470412032,11177459712.0,,
2022-10-12 19:14:32.960082176,10260692992.0,,
2022-10-12 19:14:33.470184960,11089420288.0,,
2022-10-12 19:14:33.960272128,11401777152.0,,
2022-10-12 19:14:34.459992832,9833074688.0,,
2022-10-12 19:14:34.965220096,10412912640.0,,
2022-10-12 19:14:35.468183040,11902205952.0,,
2022-10-12 19:14:35.960115968,10431049728.0,,
2022-10-12 19:14:36.472443136,11185164288.0,,
2022-10-12 19:14:36.959975936,12064993280.0,,
2022-10-12 19:14:37.468657920,11146133504.0,,
2022-10-12 19:14:37.959811072,10895163392.0,,
2022-10-12 19:14:38.468677120,11681714176.0,,
2022-10-12 19:14:38.960481024,10784481280.0,,
2022-10-12 19:14:39.468715008,11929866240.0,,
2022-10-12 19:14:39.960648960,10497277952.0,,
2022-10-12 19:14:40.468851200,12401627136.0,,
2022-10-12 19:14:40.960772096,12382035968.0,,
2022-10-12 19:14:41.474968832,9648697344.0,,
2022-10-12 19:14:41.959810048,10672545792.0,,
2022-10-12 19:14:42.468763136,12826226688.0,,
2022-10-12 19:14:42.959691008,10255093760.0,,
2022-10-12 19:14:43.470297088,10660990976.0,,
2022-10-12 19:14:43.959919872,8388993024.0,,
2022-10-12 19:14:44.469120000,11712901120.0,,
2022-10-12 19:14:44.960558848,12471111680.0,,
2022-10-12 19:14:45.462932992,11685556224.0,,
2022-10-12 19:14:45.968080896,9325637632.0,,
2022-10-12 19:14:46.468816128,9585606656.0,,
2022-10-12 19:14:46.959887104,9978589184.0,,
2022-10-12 19:14:47.468960000,12489404416.0,,
2022-10-12 19:14:47.959755008,12835717120.0,,
2022-10-12 19:14:48.469049856,8796168192.0,,
2022-10-12 19:14:48.959842048,10077945856.0,,
2022-10-12 19:14:49.473611008,12573278208.0,,
2022-10-12 19:14:49.959716096,11749560320.0,,
2022-10-12 19:14:50.469271040,11715264512.0,,
2022-10-12 19:14:50.961467136,9522016256.0,,
2022-10-12 19:14:51.470350080,8959651840.0,,
2022-10-12 19:14:51.961575936,11167006720.0,,
2022-10-12 19:14:52.468684032,12773335040.0,,
2022-10-12 19:14:52.959998976,11099889664.0,,
2022-10-12 19:14:53.467552000,10228056064.0,,
2022-10-12 19:14:53.959739904,10341085184.0,,
2022-10-12 19:14:54.474756096,12176654336.0,,
2022-10-12 19:14:54.959990016,11616354304.0,,
2022-10-12 19:14:55.461829888,13150613504.0,,
2022-10-12 19:14:55.966276864,9756426240.0,,
2022-10-12 19:14:56.469050880,11906588672.0,,
2022-10-12 19:14:56.960328192,10501947392.0,,
2022-10-12 19:14:57.471158016,12773117952.0,,
2022-10-12 19:14:57.959747072,10013773824.0,,
2022-10-12 19:14:58.471497984,8101736448.0,,
2022-10-12 19:14:58.960354048,8358928384.0,,
2022-10-12 19:14:59.467855872,10327961600.0,,
2022-10-12 19:14:59.959747072,11682426880.0,,
2022-10-12 19:15:00.470226176,10869141504.0,,
2022-10-12 19:15:00.960578816,9351458816.0,,
2022-10-12 19:15:01.468395008,11898732544.0,,
2022-10-12 19:15:01.960489984,10291847168.0,,
2022-10-12 19:15:02.466068992,9733865472.0,,
2022-10-12 19:15:02.959898880,10766151680.0,,
2022-10-12 19:15:03.469764864,11290603520.0,,
2022-10-12 19:15:03.960441088,13130788864.0,,
2022-10-12 19:15:04.471218176,12686082048.0,,
2022-10-12 19:15:04.960883968,13456261120.0,,
2022-10-12 19:15:05.478190848,8522874880.0,,
2022-10-12 19:15:05.960207872,13482254336.0,,
2022-10-12 19:15:06.472110080,12081184768.0,,
2022-10-12 19:15:06.960536832,11962294272.0,,
2022-10-12 19:15:07.472190976,9878929408.0,,
2022-10-12 19:15:07.960665856,9696407552.0,,
2022-10-12 19:15:08.468595968,10343763968.0,,
2022-10-12 19:15:08.960037120,11305336832.0,,
2022-10-12 19:15:09.470192896,10507255808.0,,
2022-10-12 19:15:09.959739904,10028802048.0,,
2022-10-12 19:15:10.469945856,11022192640.0,,
2022-10-12 19:15:10.959876096,12110360576.0,,
2022-10-12 19:15:11.468727040,11213082624.0,,
2022-10-12 19:15:11.960558848,10470473728.0,,
2022-10-12 19:15:12.473504000,11917201408.0,,
2022-10-12 19:15:12.959689984,11456925696.0,,
2022-10-12 19:15:13.469574912,8710180864.0,,
2022-10-12 19:15:13.959948032,10663948288.0,,
2022-10-12 19:15:14.460408064,11509198848.0,,
2022-10-12 19:15:14.960006912,10787835904.0,,
2022-10-12 19:15:15.459932928,12153528320.0,,
2022-10-12 19:15:15.964979968,11191304192.0,,
2022-10-12 19:15:16.468364032,11577921536.0,,
2022-10-12 19:15:16.960546048,10238947328.0,,
2022-10-12 19:15:17.468398080,11476475904.0,,
2022-10-12 19:15:17.960956928,12144898048.0,,
2022-10-12 19:15:18.470025984,13389164544.0,,
2022-10-12 19:15:18.960078848,12567363584.0,,
2022-10-12 19:15:19.466990848,13133139968.0,,
2022-10-12 19:15:19.960227840,8691437568.0,,
2022-10-12 19:15:20.469773056,9426563072.0,,
2022-10-12 19:15:20.960005120,11432767488.0,,
2022-10-12 19:15:21.470833920,12497674240.0,,
2022-10-12 19:15:21.960292096,11518210048.0,,
2022-10-12 19:15:22.468075008,11322261504.0,,
2022-10-12 19:15:22.959898880,11112161280.0,,
2022-10-12 19:15:23.469364992,12351774720.0,,
2022-10-12 19:15:23.960237056,11044577280.0,,
2022-10-12 19:15:24.468552960,11564568576.0,,
2022-10-12 19:15:24.959745024,12028440576.0,,
2022-10-12 19:15:25.471736064,8814170112.0,,
2022-10-12 19:15:25.959698944,10841096192.0,,
2022-10-12 19:15:26.483937024,13466636288.0,,
2022-10-12 19:15:26.959700224,10343448576.0,,
2022-10-12 19:15:27.469422080,11059351552.0,,
2022-10-12 19:15:27.959724032,11162894336.0,,
2022-10-12 19:15:28.468584960,9422950400.0,,
2022-10-12 19:15:28.960040960,12630061056.0,,
2022-10-12 19:15:29.468648960,10728284160.0,,
2022-10-12 19:15:29.960576000,10502221824.0,,
2022-10-12 19:15:30.472914944,9631424512.0,,
2022-10-12 19:15:30.959944960,9038860288.0,,
2022-10-12 19:15:31.469420032,12359712768.0,,
2022-10-12 19:15:31.961010944,10817921024.0,,
2022-10-12 19:15:32.467969024,12347002880.0,,
2022-10-12 19:15:32.959943936,9417207808.0,,
2022-10-12 19:15:33.468496128,12056096768.0,,
2022-10-12 19:15:33.960613888,10791116800.0,,
2022-10-12 19:15:34.465976064,11124527104.0,,
2022-10-12 19:15:34.959762944,13621530624.0,,
2022-10-12 19:15:35.468116992,11092234240.0,,
2022-10-12 19:15:35.960244992,13417115648.0,,
2022-10-12 19:15:36.467014144,10863714304.0,,
2022-10-12 19:15:36.959791872,10389843968.0,,
2022-10-12 19:15:37.474395904,10581295104.0,,
2022-10-12 19:15:37.962582016,10165370880.0,,
2022-10-12 19:15:38.469840128,12172304384.0,,
2022-10-12 19:15:38.960690944,11474530304.0,,
2022-10-12 19:15:39.470424064,10039709696.0,,
2022-10-12 19:15:39.960145920,13430063104.0,,
2022-10-12 19:15:40.468569088,9937293312.0,,
2022-10-12 19:15:40.959985920,10740011008.0,,
2022-10-12 19:15:41.470619904,11841581056.0,,
2022-10-12 19:15:41.959870208,10256896000.0,,
2022-10-12 19:15:42.468233984,9099952128.0,,
2022-10-12 19:15:42.959731200,11879178240.0,,
2022-10-12 19:15:43.469243136,11839111168.0,,
2022-10-12 19:15:43.959752960,9571012608.0,,
2022-10-12 19:15:44.468420864,10644635648.0,,
2022-10-12 19:15:44.960189184,14334853120.0,,
2022-10-12 19:15:45.473628928,12428185600.0,,
2022-10-12 19:15:45.960064000,9552531456.0,,
2022-10-12 19:15:46.461416960,10171559936.0,,
2022-10-12 19:15:46.962137088,11077525504.0,,
2022-10-12 19:15:47.459614976,13668012032.0,,
2022-10-12 19:15:47.959841024,12126388224.0,,
2022-10-12 19:15:48.471685888,12422123520.0,,
2022-10-12 19:15:48.959800064,10488643584.0,,
2022-10-12 19:15:49.469199872,11899158528.0,,
2022-10-12 19:15:49.959899904,12223283200.0,,
2022-10-12 19:15:50.468748032,11933474816.0,,
2022-10-12 19:15:50.960238848,11434639360.0,,
2022-10-12 19:15:51.473974016,11703734272.0,,
2022-10-12 19:15:51.960097024,10314194944.0,,
2022-10-12 19:15:52.469871104,11560017920.0,,
2022-10-12 19:15:52.959619072,10447659008.0,,
2022-10-12 19:15:53.468964096,11873996800.0,,
2022-10-12 19:15:53.959821824,10018459648.0,,
2022-10-12 19:15:54.473275904,9604616192.0,,
2022-10-12 19:15:54.960416000,11834970112.0,,
2022-10-12 19:15:55.472668928,11426295808.0,,
2022-10-12 19:15:55.960216064,11553853440.0,,
2022-10-12 19:15:56.460256000,10040008704.0,,
2022-10-12 19:15:56.962878976,9825857536.0,,
2022-10-12 19:15:57.477582848,12248190976.0,,
2022-10-12 19:15:57.959728896,10125733888.0,,
2022-10-12 19:15:58.468743936,10807357440.0,,
2022-10-12 19:15:58.960486912,10443345920.0,,
2022-10-12 19:15:59.468673024,12281618432.0,,
2022-10-12 19:15:59.959817984,10169942016.0,,
2022-10-12 19:16:00.468854016,8174673920.0,,
2022-10-12 19:16:00.960352000,11734372352.0,,
2022-10-12 19:16:01.468233216,11515809792.0,,
2022-10-12 19:16:01.959917056,11346685952.0,,
2022-10-12 19:16:02.469110016,13417283584.0,,
2022-10-12 19:16:02.960338944,10360815616.0,,
2022-10-12 19:16:03.471954176,12636811264.0,,
2022-10-12 19:16:03.960471040,12011257856.0,,
2022-10-12 19:16:04.469253120,13780160512.0,,
2022-10-12 19:16:04.959728896,10800615424.0,,
2022-10-12 19:16:05.471003136,9912795136.0,,
2022-10-12 19:16:05.960046080,11870146560.0,,
2022-10-12 19:16:06.468022016,12460118016.0,,
2022-10-12 19:16:06.960534016,9419960320.0,,
2022-10-12 19:16:07.468236800,10047946752.0,,
2022-10-12 19:16:07.959788032,10219958272.0,,
